key,label,label2,suggested_label,num_rows,num_cols,total_fail_ratio,top_fail_ratio,bot_fail_ratio,left_fail_ratio,right_fail_ratio,center_fail_ratio,edge_fail_ratio,left_edge_fail_ratio,right_edge_fail_ratio,center_band_fail_ratio,q_tl_ratio,q_tr_ratio,q_bl_ratio,q_br_ratio,is_diagonal,isolated_fail_ratio,largest_cluster_ratio,avg_row_transitions,max_row_transitions,num_rows,num_cols,vertical_symmetry,horizontal_symmetry,vertical_gradient,horizontal_gradient,boundary_monotonicity,boundary_spread,aspect_ratio,fail_row_fraction,fail_col_fraction
speckles_curve-BL-to-UR-tight|18x6|4895,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,18,6,0.5648,0.8148,0.3148,0.8148,0.3148,0.575,0.5588,0.9167,0.25,0.5278,1,0.6296,0.6296,0,0,0.0328,1,0.9444,3,18,6,0.5,0.5,0.5,-0.5,0.6429,0.6667,0.3333,1,1
speckles_curve-BL-to-UR-tight|18x6|4896,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,18,6,0.537,0.7963,0.2778,0.7593,0.3148,0.525,0.5441,0.8611,0.25,0.5,1,0.5926,0.5185,0.037,0,0.0172,1,0.7778,2,18,6,0.4444,0.5556,0.5185,-0.4444,0.5385,0.8333,0.3333,0.9444,1
speckles_curve-BL-to-UR-tight|18x6|4897,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,18,6,0.5648,0.8148,0.3148,0.8148,0.3148,0.575,0.5588,0.9167,0.25,0.5278,1,0.6296,0.6296,0,0,0.0164,1,0.8333,1,18,6,0.5,0.5,0.5,-0.5,0.5714,0.6667,0.3333,1,1
speckles_curve-BL-to-UR-tight|18x6|4898,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,18,6,0.5185,0.7778,0.2593,0.7407,0.2963,0.45,0.5588,0.8333,0.2222,0.5,0.963,0.5926,0.5185,0,0,0.0357,0.9821,1.1111,3,18,6,0.4815,0.5185,0.5185,-0.4444,0.5714,0.6667,0.3333,1,1
speckles_curve-BL-to-UR-tight|18x6|4899,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,18,6,0.537,0.8148,0.2593,0.7593,0.3148,0.55,0.5294,0.8333,0.25,0.5278,1,0.6296,0.5185,0,0,0.0345,0.9828,0.7778,1,18,6,0.4444,0.5556,0.5556,-0.4444,0.6429,0.8333,0.3333,0.9444,1
speckles_curve-BL-to-UR-tight|6x18|4900,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5185,0.8704,0.1667,0.6667,0.3704,0.475,0.5441,0.75,0.3333,0.4722,1,0.7407,0.3333,0,0,0,1,1.5,3,6,18,0.2963,0.7037,0.7037,-0.2963,0.25,0.8889,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4901,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5278,0.8704,0.1852,0.6852,0.3704,0.525,0.5294,0.75,0.3611,0.4722,1,0.7407,0.3704,0,0,0,1,1.6667,4,6,18,0.3148,0.6852,0.6852,-0.3148,0.25,0.9444,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4902,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5278,0.8704,0.1852,0.6481,0.4074,0.475,0.5588,0.7778,0.3611,0.4444,0.9259,0.8148,0.3704,0,0,0,1,2.5,7,6,18,0.3148,0.6852,0.6852,-0.2407,0.25,0.8889,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4903,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5278,0.8519,0.2037,0.6667,0.3889,0.45,0.5735,0.8056,0.3333,0.4444,0.9259,0.7778,0.4074,0,0,0,1,1.8333,7,6,18,0.3519,0.6481,0.6481,-0.2778,0.25,0.8889,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4904,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5556,0.8704,0.2407,0.6667,0.4444,0.55,0.5588,0.7778,0.3333,0.5556,0.963,0.7778,0.3704,0.1111,0,0,1,1.1667,3,6,18,0.3704,0.6296,0.6296,-0.2222,0,0.4444,3,0.8333,1
speckles_curve-BL-to-UR-tight|6x18|4905,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5185,0.8333,0.2037,0.6667,0.3704,0.475,0.5441,0.7778,0.3056,0.4722,0.9259,0.7407,0.4074,0,0,0,1,2.5,7,6,18,0.3333,0.6296,0.6296,-0.2963,0.25,0.6111,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4906,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5463,0.8519,0.2407,0.7407,0.3519,0.5,0.5735,0.8611,0.2778,0.5,1,0.7037,0.4815,0,0,0,1,1.5,3,6,18,0.3889,0.6111,0.6111,-0.3889,0.25,0.5556,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4907,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5463,0.8704,0.2222,0.7037,0.3889,0.55,0.5441,0.7778,0.3333,0.5278,0.963,0.7778,0.4444,0,1,0.0169,1,1.6667,5,6,18,0.3148,0.6481,0.6481,-0.3148,0.6667,0.3889,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4908,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5648,0.8519,0.2778,0.7407,0.3889,0.575,0.5588,0.8611,0.3056,0.5278,0.963,0.7407,0.5185,0.037,0,0,1,1.5,3,6,18,0.3889,0.6111,0.5741,-0.3519,0.4,0.9444,3,1,0.9444
speckles_curve-BL-to-UR-tight|6x18|4909,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.4815,0.7778,0.1852,0.6481,0.3148,0.45,0.5,0.7222,0.25,0.4722,0.963,0.5926,0.3333,0.037,0,0,1,3.3333,9,6,18,0.3333,0.5926,0.5926,-0.3333,0.25,0.5,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4910,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5833,0.8704,0.2963,0.7963,0.3704,0.525,0.6176,0.9167,0.3056,0.5278,1,0.7407,0.5926,0,0,0,1,1.8333,3,6,18,0.4259,0.5741,0.5741,-0.4259,0.25,0.4444,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4911,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5556,0.8519,0.2593,0.7037,0.4074,0.575,0.5441,0.8056,0.3056,0.5556,0.963,0.7407,0.4444,0.0741,0,0,1,1.5,3,6,18,0.3704,0.6296,0.5926,-0.2963,0.25,0.8889,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4912,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5833,0.8704,0.2963,0.7963,0.3704,0.575,0.5882,0.8889,0.3333,0.5278,1,0.7407,0.5926,0,0,0,1,1.3333,3,6,18,0.4259,0.5741,0.5741,-0.4259,0.25,0.5,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4913,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5648,0.8333,0.2963,0.7407,0.3889,0.55,0.5735,0.8611,0.2778,0.5556,0.963,0.7037,0.5185,0.0741,0,0,1,2.1667,5,6,18,0.4259,0.5741,0.537,-0.3519,0.25,0.6111,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4914,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.537,0.8148,0.2593,0.7222,0.3519,0.45,0.5882,0.8611,0.3056,0.4444,0.9259,0.7037,0.5185,0,0,0,1,1.6667,5,6,18,0.4074,0.5926,0.5556,-0.3704,0.25,0.7222,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4915,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5278,0.8704,0.1852,0.6667,0.3889,0.5,0.5441,0.75,0.3056,0.5278,1,0.7407,0.3333,0.037,0,0.0351,1,1.6667,3,6,18,0.3148,0.6852,0.6852,-0.2778,0,0.8889,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4916,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5463,0.8519,0.2407,0.7222,0.3704,0.55,0.5441,0.7778,0.2778,0.5833,1,0.7037,0.4444,0.037,0,0.0169,1,1.8333,3,6,18,0.3889,0.6111,0.6111,-0.3519,0,0.6667,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4917,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5648,0.8889,0.2407,0.7407,0.3889,0.525,0.5882,0.8611,0.3611,0.4722,1,0.7778,0.4815,0,0,0,1,1.8333,3,6,18,0.3519,0.6481,0.6481,-0.3519,0.5,0.6667,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4918,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5463,0.8519,0.2407,0.7407,0.3519,0.525,0.5588,0.8611,0.2778,0.5,1,0.7037,0.4815,0,0,0,1,1.6667,3,6,18,0.3889,0.6111,0.6111,-0.3889,0.4,0.8333,3,1,0.9444
speckles_curve-BL-to-UR-tight|6x18|4919,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5556,0.8333,0.2778,0.7407,0.3704,0.525,0.5735,0.8889,0.2778,0.5,0.963,0.7037,0.5185,0.037,0,0.0167,1,1.5,3,6,18,0.4444,0.5556,0.5556,-0.3704,0.25,0.7222,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4920,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.4907,0.8519,0.1296,0.5926,0.3889,0.425,0.5294,0.6944,0.3333,0.4444,0.9259,0.7778,0.2593,0,0,0,1,2,7,6,18,0.2778,0.7222,0.7222,-0.2037,0.25,0.9444,3,0.8333,1
speckles_curve-BL-to-UR-tight|6x18|4921,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.537,0.8148,0.2593,0.7407,0.3333,0.475,0.5735,0.8333,0.2778,0.5,0.963,0.6667,0.5185,0,0,0,1,2.1667,5,6,18,0.4074,0.5926,0.5556,-0.4074,0.5,0.5556,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4922,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5278,0.8519,0.2037,0.6852,0.3704,0.525,0.5294,0.7778,0.3056,0.5,1,0.7037,0.3704,0.037,0,0.0175,0.9825,1.5,3,6,18,0.3148,0.6852,0.6481,-0.3148,0,0.7222,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4923,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5093,0.7963,0.2222,0.7037,0.3148,0.5,0.5147,0.8333,0.2222,0.4722,0.963,0.6296,0.4444,0,0,0,1,2.3333,3,6,18,0.4259,0.5741,0.5741,-0.3889,0,0.8333,3,1,0.9444
speckles_curve-BL-to-UR-tight|6x18|4924,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5648,0.8704,0.2593,0.7407,0.3889,0.525,0.5882,0.8611,0.3333,0.5,0.963,0.7778,0.5185,0,0,0,1,2,3,6,18,0.3889,0.6111,0.6111,-0.3519,0.4,0.6667,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4925,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5648,0.8704,0.2593,0.7407,0.3889,0.5,0.6029,0.8889,0.3333,0.4722,0.963,0.7778,0.5185,0,0,0,1,1.5,5,6,18,0.3889,0.6111,0.6111,-0.3519,0,0.7778,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4926,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5463,0.8333,0.2593,0.7407,0.3519,0.5,0.5735,0.8611,0.3056,0.4722,0.963,0.7037,0.5185,0,0,0.0169,1,1.8333,5,6,18,0.3889,0.6111,0.5741,-0.3889,0.25,0.4444,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4927,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5185,0.8148,0.2222,0.6852,0.3519,0.5,0.5294,0.75,0.3056,0.5,0.9259,0.7037,0.4444,0,0,0,1,1.8333,4,6,18,0.3333,0.6296,0.5926,-0.3333,0.25,0.8333,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4928,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.537,0.8148,0.2593,0.7593,0.3148,0.5,0.5588,0.8889,0.25,0.4722,1,0.6296,0.5185,0,0,0.0172,1,2.1667,4,6,18,0.4444,0.5556,0.5556,-0.4444,0.4,0.5556,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4929,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5185,0.8333,0.2037,0.6296,0.4074,0.525,0.5147,0.7222,0.3056,0.5278,0.9259,0.7407,0.3333,0.0741,0,0.0179,1,2.3333,5,6,18,0.3333,0.6296,0.6296,-0.2222,0.25,0.4444,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4930,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5833,0.8519,0.3148,0.7963,0.3704,0.6,0.5735,0.8611,0.3333,0.5556,0.963,0.7407,0.6296,0,0,0,1,1.6667,3,6,18,0.4259,0.537,0.537,-0.4259,0.5,0.6111,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4931,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5833,0.8704,0.2963,0.7963,0.3704,0.55,0.6029,0.9444,0.3056,0.5,1,0.7407,0.5926,0,0,0,1,0.8333,1,6,18,0.4259,0.5741,0.5741,-0.4259,0.25,0.7222,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4932,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5278,0.7963,0.2593,0.7222,0.3333,0.425,0.5882,0.8889,0.2778,0.4167,0.9259,0.6667,0.5185,0,0,0,1,1.8333,5,6,18,0.463,0.537,0.537,-0.3889,0.25,0.3889,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4933,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5463,0.8889,0.2037,0.6852,0.4074,0.525,0.5588,0.7778,0.3333,0.5278,1,0.7778,0.3704,0.037,0,0,1,1.8333,5,6,18,0.3148,0.6852,0.6852,-0.2778,0.25,0.8889,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4934,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.4907,0.8333,0.1481,0.6481,0.3333,0.45,0.5147,0.7222,0.2778,0.4722,1,0.6667,0.2963,0,0,0,1,1.8333,3,6,18,0.3148,0.6852,0.6852,-0.3148,0.25,0.7222,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4935,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5556,0.8704,0.2407,0.7407,0.3704,0.525,0.5735,0.8611,0.3056,0.5,1,0.7407,0.4815,0,0,0,1,1.8333,3,6,18,0.3704,0.6296,0.6296,-0.3704,0.25,0.6667,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4936,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5463,0.8889,0.2037,0.7037,0.3889,0.525,0.5588,0.7778,0.3333,0.5278,1,0.7778,0.4074,0,0,0,1,1.5,3,6,18,0.3148,0.6852,0.6852,-0.3148,0,0.8889,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4937,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5,0.8148,0.1852,0.6481,0.3519,0.475,0.5147,0.7222,0.25,0.5278,0.963,0.6667,0.3333,0.037,0,0.0185,1,2.8333,7,6,18,0.3333,0.6296,0.6296,-0.2963,0,0.6667,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4938,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5463,0.8889,0.2037,0.7037,0.3889,0.5,0.5735,0.8056,0.3333,0.5,1,0.7778,0.4074,0,0,0,1,1.1667,3,6,18,0.3148,0.6852,0.6852,-0.3148,0,0.8889,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4939,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5648,0.8519,0.2778,0.7037,0.4259,0.55,0.5735,0.8333,0.3333,0.5278,0.9259,0.7778,0.4815,0.0741,0,0,1,2.5,3,6,18,0.4259,0.5741,0.5741,-0.2778,0.6,0.5,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4940,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5,0.8148,0.1852,0.6481,0.3519,0.475,0.5147,0.75,0.2778,0.4722,0.9259,0.7037,0.3704,0,0,0.0185,1,1.8333,3,6,18,0.3333,0.6667,0.6296,-0.2963,0.25,0.3889,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4941,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5556,0.8519,0.2593,0.7407,0.3704,0.5,0.5882,0.8611,0.2778,0.5278,1,0.7037,0.4815,0.037,0,0,1,1.5,3,6,18,0.4074,0.5926,0.5926,-0.3704,0.5,0.5,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4942,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.537,0.8704,0.2037,0.7037,0.3704,0.525,0.5441,0.75,0.3333,0.5278,1,0.7407,0.4074,0,0,0,1,2.3333,5,6,18,0.3333,0.6667,0.6667,-0.3333,0.25,0.6111,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4943,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5833,0.8889,0.2778,0.7407,0.4259,0.55,0.6029,0.8611,0.3611,0.5278,1,0.7778,0.4815,0.0741,0,0,1,2.6667,7,6,18,0.3519,0.6111,0.6111,-0.3148,0.25,0.6667,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4944,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5185,0.7963,0.2407,0.7407,0.2963,0.425,0.5735,0.8611,0.25,0.4444,1,0.5926,0.4815,0,0,0.0179,1,1.8333,5,6,18,0.4444,0.5556,0.5556,-0.4444,0.25,0.3333,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4945,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5463,0.8519,0.2407,0.7407,0.3519,0.525,0.5588,0.8611,0.2778,0.5,1,0.7037,0.4815,0,0,0,1,1.5,3,6,18,0.3889,0.6111,0.6111,-0.3889,0.25,0.6667,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4946,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5463,0.8333,0.2593,0.7407,0.3519,0.5,0.5735,0.8889,0.2778,0.4722,0.963,0.7037,0.5185,0,0,0.0169,1,2.1667,3,6,18,0.4259,0.5741,0.5741,-0.3889,0.5,0.6667,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4947,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5463,0.8148,0.2778,0.7037,0.3889,0.5,0.5735,0.8611,0.3333,0.4444,0.8889,0.7407,0.5185,0.037,0,0.0169,1,3.3333,11,6,18,0.3889,0.5741,0.537,-0.3148,0.25,0.7222,3,1,1
speckles_curve-BL-to-UR-tight|6x18|4948,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.537,0.7963,0.2778,0.7593,0.3148,0.475,0.5735,0.8611,0.25,0.5,0.963,0.6296,0.5556,0,0,0,1,1.6667,3,6,18,0.4444,0.5556,0.5185,-0.4444,0.4,0.7222,3,1,0.9444
speckles_curve-BL-to-UR-tight|6x18|4949,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,6,18,0.5463,0.8519,0.2407,0.7407,0.3519,0.5,0.5735,0.8611,0.2778,0.5,1,0.7037,0.4815,0,0,0,1,1.1667,3,6,18,0.3889,0.6111,0.6111,-0.3889,0,0.6667,3,1,1
speckles_curve-BL-to-UR-tight|21x21|4950,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5329,0.8225,0.2143,0.7333,0.3506,0.5041,0.5437,0.8231,0.2857,0.4898,0.9909,0.6694,0.45,0,0,0,1,1.1429,3,21,21,0.3878,0.619,0.6082,-0.3827,0.5294,0.8095,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4951,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5374,0.8182,0.2286,0.7476,0.3463,0.5455,0.5344,0.8231,0.2653,0.5238,1,0.6529,0.47,0.0091,0,0,1,1.5238,3,21,21,0.4104,0.5964,0.5896,-0.4013,0.5,0.8095,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4952,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5329,0.8268,0.2095,0.7286,0.355,0.5207,0.5375,0.8095,0.2993,0.4898,0.9909,0.6777,0.44,0,0,0.0043,1,1.4762,4,21,21,0.3741,0.619,0.6173,-0.3736,0.5,0.9524,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4953,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5238,0.8139,0.2048,0.7095,0.355,0.5124,0.5281,0.7959,0.2789,0.4966,0.9727,0.6694,0.42,0.0091,0,0.0043,1,1.7143,5,21,21,0.3832,0.6236,0.6091,-0.3545,0.4444,0.9048,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4954,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5397,0.8355,0.2143,0.7381,0.3593,0.5455,0.5375,0.8163,0.2789,0.5238,1,0.686,0.45,0,0,0,1,1.2857,3,21,21,0.3832,0.6236,0.6212,-0.3788,0.5882,0.9048,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4955,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5351,0.8225,0.219,0.7381,0.3506,0.5207,0.5406,0.8299,0.2789,0.4966,1,0.6612,0.45,0.0091,0,0,1,1.0476,3,21,21,0.3968,0.61,0.6035,-0.3874,0.5882,0.8095,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4956,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5306,0.8052,0.2286,0.7333,0.3463,0.5455,0.525,0.7959,0.2653,0.5306,0.9636,0.6612,0.48,0,1,0,1,1.5714,5,21,21,0.4059,0.5964,0.5766,-0.387,0.6842,0.9048,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4957,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5238,0.8182,0.2,0.719,0.3463,0.4876,0.5375,0.8095,0.2789,0.483,0.9909,0.6612,0.42,0,0,0.0043,1,1.4286,3,21,21,0.3832,0.6281,0.6182,-0.3727,0.4706,0.8095,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4958,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.542,0.7922,0.2667,0.7857,0.3203,0.5124,0.5531,0.898,0.2313,0.4966,0.9909,0.6116,0.56,0,0,0,1,1.2381,5,21,21,0.4694,0.542,0.5255,-0.4654,0.5556,0.8095,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4959,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5442,0.8009,0.2619,0.7857,0.3247,0.5041,0.5594,0.898,0.2449,0.4898,1,0.6198,0.55,0,0,0.0083,1,1.1905,3,21,21,0.4558,0.5465,0.539,-0.461,0.4211,0.8095,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4960,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5351,0.7835,0.2619,0.7667,0.3247,0.4876,0.5531,0.8844,0.2517,0.4694,0.9636,0.6198,0.55,0,1,0.0042,1,1.7619,6,21,21,0.4649,0.5465,0.5216,-0.442,0.6667,0.9524,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4961,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5533,0.8095,0.2714,0.7905,0.3377,0.5207,0.5656,0.9048,0.2517,0.5034,0.9909,0.6446,0.57,0,0,0,1,1.1905,3,21,21,0.4512,0.5465,0.5381,-0.4528,0.6111,0.8095,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4962,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5351,0.8052,0.2381,0.7619,0.329,0.5124,0.5437,0.8639,0.2517,0.4898,1,0.6281,0.5,0,0,0,1,1.3333,3,21,21,0.4331,0.5737,0.5671,-0.4329,0.5556,0.9048,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4963,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5488,0.8009,0.2714,0.7714,0.3463,0.5289,0.5563,0.8912,0.2653,0.4898,0.9545,0.6612,0.57,0,0,0,1,1.4762,5,21,21,0.4376,0.5556,0.5294,-0.4251,0.5556,0.9048,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4964,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5329,0.8225,0.2143,0.7333,0.3506,0.5041,0.5437,0.8231,0.2789,0.4966,0.9909,0.6694,0.45,0,0,0.0043,1,1.5238,3,21,21,0.3968,0.61,0.6082,-0.3827,0.5,0.8571,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4965,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5306,0.7749,0.2619,0.7762,0.3074,0.4959,0.5437,0.8912,0.2245,0.4762,0.9818,0.5868,0.55,0,0,0,1,1.3333,5,21,21,0.4694,0.5283,0.513,-0.4688,0.5,0.7619,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4966,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.542,0.7922,0.2667,0.7905,0.316,0.5041,0.5563,0.9048,0.2313,0.4898,1,0.6033,0.56,0,0,0,1,1.2857,3,21,21,0.4694,0.5329,0.5255,-0.4745,0.5789,0.8095,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4967,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5261,0.7835,0.2429,0.7524,0.3203,0.5124,0.5312,0.8571,0.2517,0.4694,0.9727,0.6116,0.51,0,0,0.0043,1,1.9524,5,21,21,0.4558,0.5465,0.5407,-0.432,0.55,0.9048,1,1,1
speckles_curve-BL-to-UR-tight|21x21|4968,speckles_curve-BL-to-UR-tight,,speckles_curve-BL-to-UR-tight,21,21,0.5283,0.7879,0.2429,0.7429,0.3333,0.4711,0.55,0.8367,0.2653,0.483,0.9545,0.6364,0.51,0,0,0,1,1.5238,5,21,21,0.424,0.5828,0.545,-0.4095,0.5556,0.9048,1,1,1
