key,label,label2,suggested_label,visual_id,instance,plist,die_id,vmin_found,num_rows,num_cols,total_fail_ratio,top_fail_ratio,bot_fail_ratio,left_fail_ratio,right_fail_ratio,center_fail_ratio,edge_fail_ratio,left_edge_fail_ratio,right_edge_fail_ratio,center_band_fail_ratio,q_tl_ratio,q_tr_ratio,q_bl_ratio,q_br_ratio,is_diagonal,isolated_fail_ratio,largest_cluster_ratio,avg_row_transitions,max_row_transitions,num_rows,num_cols,vertical_symmetry,horizontal_symmetry,vertical_gradient,horizontal_gradient,boundary_monotonicity,boundary_spread,aspect_ratio,fail_row_fraction,fail_col_fraction
25ww24p3_shmoo_cwf_core_chk_f6.txt|NO_VID|SHMOO_X_SHMOO_E_BEGIN_STF_CORE_X_X_X_X_COMP|scn_c_dkt_f6_chkcore_sEs_edt_awt_core1_3mclk_tatpg_list|0,red,,red,,SHMOO_X_SHMOO_E_BEGIN_STF_CORE_X_X_X_X_COMP,scn_c_dkt_f6_chkcore_sEs_edt_awt_core1_3mclk_tatpg_list,,Vmin Found: 1.000V,21,11,0.9827,0.9669,1,1,0.9683,1,0.974,1,0.9365,1,1,0.9394,1,1,0,0,1,0.0952,1,21,11,0.9654,0.9654,-0.0331,-0.0317,1,0,0.5238,1,1
J615054MV_5261_chk_6_20260406214508_QAHOT.itf|D6NX633300094|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|1,floor,,floor,D6NX633300094,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.520V,21,9,0.5608,0.2323,0.9222,0.3929,0.6952,0.6182,0.5373,0.3651,0.7619,0.5556,0,0.4182,0.825,1,0,0,1,0.5238,1,21,9,0.3122,0.7037,-0.6899,0.3024,1,0,0.4286,0.8095,1
J615054MV_5261_chk_6_20260406214508_QAHOT.itf|D6NX633300094|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6NX633300094,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.510V,21,12,0.504,0.1742,0.8667,0.3492,0.6587,0.4848,0.5108,0.3095,0.7143,0.4881,0,0.3485,0.7333,1,0,0,1,0.5714,1,21,12,0.3095,0.6905,-0.6924,0.3095,1,0,0.5714,0.8095,1
J615054MV_5261_chk_6_20260406214508_QAHOT.itf|D6FN374300247|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6FN374300247,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.530V,21,9,0.6243,0.303,0.9778,0.4881,0.7333,0.7273,0.5821,0.4603,0.7937,0.619,0.0682,0.4909,0.95,1,0,0,1,0.4762,1,21,9,0.3122,0.7566,-0.6747,0.2452,1,0,0.4286,0.8571,1
J615054MV_5261_chk_6_20260406214508_QAHOT.itf|D6FN374300247|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6FN374300247,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.5873,0.2879,0.9167,0.4127,0.7619,0.6515,0.5645,0.3571,0.8333,0.5714,0.0303,0.5455,0.8333,1,0,0,1,0.619,1,21,12,0.373,0.6508,-0.6288,0.3492,1,0,0.5714,0.9048,1
J615054MV_5261_chk_6_20260406214508_QAHOT.itf|D6FN374300146|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,mixed,,mixed,D6FN374300146,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.540V,21,9,0.6825,0.404,0.9889,0.5357,0.8,0.8364,0.6194,0.5079,0.8571,0.6825,0.1364,0.6182,0.975,1,0,0,1,0.4762,1,21,9,0.3968,0.7354,-0.5848,0.2643,1,0,0.4286,0.9048,1
J615054MV_5261_chk_6_20260406214508_QAHOT.itf|D6FN374300146|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6FN374300146,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.530V,21,12,0.6468,0.3258,1,0.5,0.7937,0.697,0.629,0.4881,0.8571,0.5952,0.0455,0.6061,1,1,0,0.0061,1,0.5238,2,21,12,0.3254,0.7063,-0.6742,0.2937,1,0.0833,0.5714,0.9524,1
J615054MV_5261_chk_7_20260406214858_QAHOT.itf|D6G32S8200183|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6G32S8200183,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.530V,21,9,0.6296,0.303,0.9889,0.5,0.7333,0.7273,0.5896,0.4762,0.7937,0.619,0.0682,0.4909,0.975,1,0,0,1,0.4286,1,21,9,0.3016,0.7672,-0.6859,0.2333,1,0,0.4286,0.8571,1
J615054MV_5261_chk_7_20260406214858_QAHOT.itf|D6G32S8200183|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6G32S8200183,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.6071,0.2727,0.975,0.5079,0.7063,0.6212,0.6022,0.5119,0.7619,0.5476,0.1061,0.4394,0.95,1,0,0.0065,1,0.8571,4,21,12,0.2619,0.8016,-0.7023,0.1984,1,0.1667,0.5714,0.8571,1
J615054MV_5261_chk_7_20260406214858_QAHOT.itf|D6KW354600525|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6KW354600525,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.530V,21,9,0.6243,0.303,0.9778,0.4881,0.7333,0.7273,0.5821,0.4603,0.7937,0.619,0.0682,0.4909,0.95,1,0,0,1,0.4762,1,21,9,0.3122,0.7566,-0.6747,0.2452,1,0,0.4286,0.8571,1
J615054MV_5261_chk_7_20260406214858_QAHOT.itf|D6KW354600525|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6KW354600525,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.530V,21,12,0.5476,0.2348,0.8917,0.381,0.7143,0.5909,0.5323,0.3214,0.7619,0.5595,0.0152,0.4545,0.7833,1,0,0.0145,0.9855,0.7143,2,21,12,0.3413,0.6667,-0.6568,0.3333,0.9333,0.0833,0.5714,0.8571,1
J615054MV_5261_chk_8_20260406220427_QAHOT.itf|D6FN374300027|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6FN374300027,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.520V,21,9,0.6032,0.2424,1,0.5238,0.6667,0.6727,0.5746,0.5079,0.7143,0.5873,0.0909,0.3636,1,1,0,0.0088,1,0.381,3,21,9,0.2275,0.8519,-0.7576,0.1429,1,0,0.4286,0.7619,1
J615054MV_5261_chk_8_20260406220427_QAHOT.itf|D6FN374300027|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6FN374300027,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.5635,0.197,0.9667,0.4603,0.6667,0.5909,0.5538,0.4286,0.7024,0.5595,0.0303,0.3636,0.9333,1,0,0.007,1,0.5238,3,21,12,0.2302,0.7937,-0.7697,0.2063,1,0,0.5714,0.8095,1
J615054MV_5261_chk_8_20260406220427_QAHOT.itf|D6XY080800134|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6XY080800134,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.520V,21,9,0.5926,0.2424,0.9778,0.4643,0.6952,0.6545,0.5672,0.4444,0.7619,0.5714,0.0227,0.4182,0.95,1,0,0,1,0.381,1,21,9,0.2593,0.7672,-0.7354,0.231,1,0,0.4286,0.8095,1
J615054MV_5261_chk_8_20260406220427_QAHOT.itf|D6XY080800134|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6XY080800134,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.5595,0.2045,0.95,0.4365,0.6825,0.5758,0.5538,0.4167,0.7262,0.5357,0.0152,0.3939,0.9,1,0,0.0071,1,0.4286,1,21,12,0.254,0.754,-0.7455,0.246,1,0,0.5714,0.8095,1
J615054MV_5261_chk_8_20260406220427_QAHOT.itf|D6X50S6400028|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6X50S6400028,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.530V,21,9,0.6138,0.2929,0.9667,0.4524,0.7429,0.7091,0.5746,0.4286,0.8095,0.6032,0.0227,0.5091,0.925,1,0,0,1,0.4762,1,21,9,0.3228,0.7143,-0.6737,0.2905,1,0,0.4286,0.8571,1
J615054MV_5261_chk_8_20260406220427_QAHOT.itf|D6X50S6400028|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6X50S6400028,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.5238,0.2197,0.8583,0.3492,0.6984,0.5758,0.5054,0.2738,0.75,0.5476,0.0152,0.4242,0.7167,1,0,0.0076,1,0.6667,1,21,12,0.3571,0.6508,-0.6386,0.3492,1,0,0.5714,0.8571,1
J621090MV_6248_chk_ALL_2026052021302086_CLASSHOT.itf|D6TC636500004|STUCK_SOUTHCAP0_VMIN_E_BGNIMH_SSN_FIXDIGW_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_southcap0_x_atpg_ph1_x_normal_main_list|0,red,,red,D6TC636500004,STUCK_SOUTHCAP0_VMIN_E_BGNIMH_SSN_FIXDIGW_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_southcap0_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.850V,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,11,1,1,0,0,0,0,0.9167,1,1
J621090MV_6248_chk_ALL_2026052021302086_CLASSHOT.itf|D6TC636500004|STUCK_MEMBOTLEFT_VMIN_E_BGNIMH_SSN_FIXDIGW_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_membotleft_x_atpg_ph1_x_normal_main_list|0,red,,red,D6TC636500004,STUCK_MEMBOTLEFT_VMIN_E_BGNIMH_SSN_FIXDIGW_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_membotleft_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.850V,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,11,1,1,0,0,0,0,0.9167,1,1
J621090MV_6248_chk_ALL_2026052021302086_CLASSHOT.itf|D6TC636500004|ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X|scn600_imh_chkimhcfcmemf1_ssn_edt_group15_x_trans_ph1_x_normal_main_list|0,red,,red,D6TC636500004,ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X,scn600_imh_chkimhcfcmemf1_ssn_edt_group15_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J621090MV_6248_chk_ALL_2026052021302086_CLASSHOT.itf|D6TC636500004|ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF2_SSN_CFCMEM_VMIN_F2_X|scn600_imh_chkimhcfcmemf2_ssn_edt_group15_x_trans_ph1_x_normal_main_list|0,red,,red,D6TC636500004,ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF2_SSN_CFCMEM_VMIN_F2_X,scn600_imh_chkimhcfcmemf2_ssn_edt_group15_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J621090MV_6248_chk_ALL_2026052021302086_CLASSHOT.itf|D6TC636500004|ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF4_SSN_CFCMEM_VMIN_F4_X|scn600_imh_chkimhcfcmemf4_ssn_edt_group15_x_trans_ph1_x_normal_main_list|0,red,,red,D6TC636500004,ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF4_SSN_CFCMEM_VMIN_F4_X,scn600_imh_chkimhcfcmemf4_ssn_edt_group15_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J621090MV_6248_chk_ALL_2026052021302086_CLASSHOT.itf|D6TC636500004|ATSPEED_GROUP15_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X|reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan|0,red,,red,D6TC636500004,ATSPEED_GROUP15_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X,reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan,,Vmin Found (High): 0.900V,21,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,21,11,1,1,0,0,0,0,0.5238,1,1
J621090MV_6248_chk_ALL_2026052021302086_CLASSHOT.itf|D6TC636500004|ATSPEED_GROUP37_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X|reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan|0,red,,red,D6TC636500004,ATSPEED_GROUP37_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X,reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan,,Vmin Found (High): 0.900V,21,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,21,11,1,1,0,0,0,0,0.5238,1,1
J621090MV_6248_chk_ALL_2026052021302086_CLASSHOT.itf|D6TC636500004|ATSPEED_PARMIOFBLPVNPIPED_VMIN_E_VMAXIMHFIXDIGMIO3F1_SSN_FIXDIGMIO3_VMAX_F1_X|scn600_imh_vmaximhfixdigmio3f1_ssn_edt_parmiofblpvnpiped_x_trans_ph1_x_normal_main_list|0,diagonal,,diagonal,D6TC636500004,ATSPEED_PARMIOFBLPVNPIPED_VMIN_E_VMAXIMHFIXDIGMIO3F1_SSN_FIXDIGMIO3_VMAX_F1_X,scn600_imh_vmaximhfixdigmio3f1_ssn_edt_parmiofblpvnpiped_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.810V,12,11,0.7955,0.5909,1,0.9167,0.6944,0.9762,0.7111,0.9444,0.6389,0.8,0.8333,0.3889,1,1,1,0,1,0.4167,1,12,11,0.5909,0.7879,-0.4091,-0.2222,1,0.8182,0.9167,1,1
J621090MV_6248_chk_ALL_2026052021302086_CLASSHOT.itf|D6Y6W96400033|STUCK_SOUTHCAP0_VMIN_E_BGNIMH_SSN_FIXDIGW_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_southcap0_x_atpg_ph1_x_normal_main_list|0,red,,red,D6Y6W96400033,STUCK_SOUTHCAP0_VMIN_E_BGNIMH_SSN_FIXDIGW_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_southcap0_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.850V,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,11,1,1,0,0,0,0,0.9167,1,1
J621090MV_6248_chk_ALL_2026052021302086_CLASSHOT.itf|D6Y6W96400033|ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X|scn600_imh_chkimhcfcmemf1_ssn_edt_group15_x_trans_ph1_x_normal_main_list|0,red,,red,D6Y6W96400033,ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X,scn600_imh_chkimhcfcmemf1_ssn_edt_group15_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J621090MV_6248_chk_ALL_2026052021302086_CLASSHOT.itf|D6Y6W96400033|ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF2_SSN_CFCMEM_VMIN_F2_X|scn600_imh_chkimhcfcmemf2_ssn_edt_group15_x_trans_ph1_x_normal_main_list|0,red,,red,D6Y6W96400033,ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF2_SSN_CFCMEM_VMIN_F2_X,scn600_imh_chkimhcfcmemf2_ssn_edt_group15_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J621090MV_6248_chk_ALL_2026052021302086_CLASSHOT.itf|D6Y6W96400033|ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF4_SSN_CFCMEM_VMIN_F4_X|scn600_imh_chkimhcfcmemf4_ssn_edt_group15_x_trans_ph1_x_normal_main_list|0,red,,red,D6Y6W96400033,ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF4_SSN_CFCMEM_VMIN_F4_X,scn600_imh_chkimhcfcmemf4_ssn_edt_group15_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J621090MV_6248_chk_ALL_2026052021302086_CLASSHOT.itf|D6Y6W96400033|ATSPEED_GROUP15_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X|reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan|0,red,,red,D6Y6W96400033,ATSPEED_GROUP15_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X,reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan,,Vmin Found (High): 0.900V,21,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,21,11,1,1,0,0,0,0,0.5238,1,1
J621090MV_6248_chk_ALL_2026052021302086_CLASSHOT.itf|D6Y6W96400033|ATSPEED_GROUP37_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X|reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan|0,red,,red,D6Y6W96400033,ATSPEED_GROUP37_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X,reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan,,Vmin Found (High): 0.900V,21,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,21,11,1,1,0,0,0,0,0.5238,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6B54E4000062|STUCK_NORTHCAP1_VMIN_E_BGNIMH_SSN_FIXDIGW_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_northcap1_x_atpg_ph1_x_normal_main_list|0,red,,red,D6B54E4000062,STUCK_NORTHCAP1_VMIN_E_BGNIMH_SSN_FIXDIGW_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_northcap1_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.850V,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,11,1,1,0,0,0,0,0.9167,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6B54E4000062|STUCK_SOUTHCAP0_VMIN_E_BGNIMH_SSN_FIXDIGW_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_southcap0_x_atpg_ph1_x_normal_main_list|0,red,,red,D6B54E4000062,STUCK_SOUTHCAP0_VMIN_E_BGNIMH_SSN_FIXDIGW_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_southcap0_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.850V,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,11,1,1,0,0,0,0,0.9167,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6B54E4000062|ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X|scn600_imh_chkimhcfcmemf1_ssn_edt_group15_x_trans_ph1_x_normal_main_list|0,red,,red,D6B54E4000062,ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X,scn600_imh_chkimhcfcmemf1_ssn_edt_group15_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6B54E4000062|ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF2_SSN_CFCMEM_VMIN_F2_X|scn600_imh_chkimhcfcmemf2_ssn_edt_group15_x_trans_ph1_x_normal_main_list|0,red,,red,D6B54E4000062,ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF2_SSN_CFCMEM_VMIN_F2_X,scn600_imh_chkimhcfcmemf2_ssn_edt_group15_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6B54E4000062|ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF4_SSN_CFCMEM_VMIN_F4_X|scn600_imh_chkimhcfcmemf4_ssn_edt_group15_x_trans_ph1_x_normal_main_list|0,red,,red,D6B54E4000062,ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF4_SSN_CFCMEM_VMIN_F4_X,scn600_imh_chkimhcfcmemf4_ssn_edt_group15_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6B54E4000062|ATSPEED_GROUP15_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X|reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan|0,red,,red,D6B54E4000062,ATSPEED_GROUP15_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X,reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan,,Vmin Found (High): 0.900V,21,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,21,11,1,1,0,0,0,0,0.5238,1,1
